Year,Ethnicity,Sex,Cause of Death
2009,ASIAN & PACIFIC ISLANDER,MALE,INFLUENZA AND PNEUMONIA
2009,ASIAN & PACIFIC ISLANDER,MALE,INTENTIONAL SELF-HARM (SUICIDE)
2009,ASIAN & PACIFIC ISLANDER,MALE,MALIGNANT NEOPLASMS
2009,ASIAN & PACIFIC ISLANDER,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL
2009,ASIAN & PACIFIC ISLANDER,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS"
2009,ASIAN & PACIFIC ISLANDER,MALE,PARKINSONS DISEASE
2009,ASIAN & PACIFIC ISLANDER,MALE,VIRAL HEPATITIS
2009,HISPANIC,FEMALE,ACCIDENTS EXCEPT DRUG POISONING
2009,HISPANIC,FEMALE,ALZHEIMERS DISEASE
2009,HISPANIC,FEMALE,AORTIC ANEURYSM AND DISSECTION
2009,HISPANIC,FEMALE,ASSAULT (HOMICIDE)
2009,HISPANIC,FEMALE,ATHEROSCLEROSIS
2009,HISPANIC,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS
2009,HISPANIC,FEMALE,CEREBROVASCULAR DISEASE
2009,HISPANIC,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS
2009,HISPANIC,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES
2009,HISPANIC,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS"
2009,HISPANIC,FEMALE,DIABETES MELLITUS
2009,HISPANIC,FEMALE,DISEASES OF HEART
2009,HISPANIC,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES
2009,HISPANIC,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE
2009,HISPANIC,FEMALE,INFLUENZA AND PNEUMONIA
2009,HISPANIC,FEMALE,INTENTIONAL SELF-HARM (SUICIDE)
2009,HISPANIC,FEMALE,MALIGNANT NEOPLASMS
2009,HISPANIC,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS"
2009,HISPANIC,FEMALE,PARKINSONS DISEASE
2009,HISPANIC,FEMALE,PEPTIC ULCER
2009,HISPANIC,FEMALE,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM"
2009,HISPANIC,FEMALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING
2009,HISPANIC,FEMALE,SEPTICEMIA
2009,HISPANIC,FEMALE,SHORT GESTATION/LBW
2009,HISPANIC,FEMALE,VIRAL HEPATITIS
2009,HISPANIC,MALE,ACCIDENTS EXCEPT DRUG POISONING
2009,HISPANIC,MALE,ALZHEIMERS DISEASE
2009,HISPANIC,MALE,AORTIC ANEURYSM AND DISSECTION
2009,HISPANIC,MALE,ASSAULT (HOMICIDE)
2009,HISPANIC,MALE,ATHEROSCLEROSIS
2009,HISPANIC,MALE,BENIGN AND UNCERTAIN NEOPLASMS
2009,HISPANIC,MALE,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD
2009,HISPANIC,MALE,CEREBROVASCULAR DISEASE
2009,HISPANIC,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS
2009,HISPANIC,MALE,CHRONIC LOWER RESPIRATORY DISEASES
2009,HISPANIC,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS"
2009,HISPANIC,MALE,DIABETES MELLITUS
2009,HISPANIC,MALE,DISEASES OF HEART
2009,HISPANIC,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES
2009,HISPANIC,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE
2009,HISPANIC,MALE,INFLUENZA AND PNEUMONIA
2009,HISPANIC,MALE,INTENTIONAL SELF-HARM (SUICIDE)
2009,HISPANIC,MALE,MALIGNANT NEOPLASMS
2009,HISPANIC,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL
2009,HISPANIC,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS"
2009,HISPANIC,MALE,PARKINSONS DISEASE
2009,HISPANIC,MALE,PEPTIC ULCER
2009,HISPANIC,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING
2009,HISPANIC,MALE,SEPTICEMIA
2009,HISPANIC,MALE,SHORT GESTATION/LBW
2009,HISPANIC,MALE,VIRAL HEPATITIS
2009,NON-HISPANIC BLACK,FEMALE,ACCIDENTS EXCEPT DRUG POISONING
2009,NON-HISPANIC BLACK,FEMALE,ALZHEIMERS DISEASE
2009,NON-HISPANIC BLACK,FEMALE,ANEMIAS
2009,NON-HISPANIC BLACK,FEMALE,AORTIC ANEURYSM AND DISSECTION
2009,NON-HISPANIC BLACK,FEMALE,ASSAULT (HOMICIDE)
2009,NON-HISPANIC BLACK,FEMALE,ATHEROSCLEROSIS
2009,NON-HISPANIC BLACK,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS
2009,NON-HISPANIC BLACK,FEMALE,CEREBROVASCULAR DISEASE
2009,NON-HISPANIC BLACK,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS
2009,NON-HISPANIC BLACK,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES
2009,NON-HISPANIC BLACK,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS"
2009,NON-HISPANIC BLACK,FEMALE,DIABETES MELLITUS
2009,NON-HISPANIC BLACK,FEMALE,DISEASES OF HEART
2009,NON-HISPANIC BLACK,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES
2009,NON-HISPANIC BLACK,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE
2009,NON-HISPANIC BLACK,FEMALE,INFLUENZA AND PNEUMONIA
2009,NON-HISPANIC BLACK,FEMALE,INTENTIONAL SELF-HARM (SUICIDE)
2009,NON-HISPANIC BLACK,FEMALE,MALIGNANT NEOPLASMS
2009,NON-HISPANIC BLACK,FEMALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL
2009,NON-HISPANIC BLACK,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS"
2009,NON-HISPANIC BLACK,FEMALE,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM"
2009,NON-HISPANIC BLACK,FEMALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING
2009,NON-HISPANIC BLACK,FEMALE,SEPTICEMIA
2009,NON-HISPANIC BLACK,FEMALE,SHORT GESTATION/LBW
2009,NON-HISPANIC BLACK,FEMALE,VIRAL HEPATITIS
2009,NON-HISPANIC BLACK,MALE,ACCIDENTS EXCEPT DRUG POISONING
2009,NON-HISPANIC BLACK,MALE,ALZHEIMERS DISEASE
2009,NON-HISPANIC BLACK,MALE,ANEMIAS
2009,NON-HISPANIC BLACK,MALE,AORTIC ANEURYSM AND DISSECTION
2009,NON-HISPANIC BLACK,MALE,ASSAULT (HOMICIDE)
2009,NON-HISPANIC BLACK,MALE,ATHEROSCLEROSIS
2009,NON-HISPANIC BLACK,MALE,BENIGN AND UNCERTAIN NEOPLASMS
2009,NON-HISPANIC BLACK,MALE,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD
2009,NON-HISPANIC BLACK,MALE,CEREBROVASCULAR DISEASE
2009,NON-HISPANIC BLACK,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS
2009,NON-HISPANIC BLACK,MALE,CHRONIC LOWER RESPIRATORY DISEASES
2009,NON-HISPANIC BLACK,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS"
2009,NON-HISPANIC BLACK,MALE,DIABETES MELLITUS
2009,NON-HISPANIC BLACK,MALE,DISEASES OF HEART
2009,NON-HISPANIC BLACK,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES
2009,NON-HISPANIC BLACK,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE
2009,NON-HISPANIC BLACK,MALE,INFLUENZA AND PNEUMONIA
2009,NON-HISPANIC BLACK,MALE,INTENTIONAL SELF-HARM (SUICIDE)
2009,HISPANIC,FEMALE,DISEASES OF HEART
2009,NON-HISPANIC BLACK,MALE,MALIGNANT NEOPLASMS
2009,NON-HISPANIC BLACK,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL
2009,NON-HISPANIC BLACK,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS"
2009,NON-HISPANIC BLACK,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING
2009,NON-HISPANIC BLACK,MALE,SEPTICEMIA
2009,NON-HISPANIC BLACK,MALE,SHORT GESTATION/LBW
2009,NON-HISPANIC BLACK,MALE,VIRAL HEPATITIS
2009,NON-HISPANIC WHITE,FEMALE,ACCIDENTS EXCEPT DRUG POISONING
2009,NON-HISPANIC WHITE,FEMALE,ALZHEIMERS DISEASE
2009,NON-HISPANIC WHITE,FEMALE,AORTIC ANEURYSM AND DISSECTION
2009,NON-HISPANIC WHITE,FEMALE,ASSAULT (HOMICIDE)
2009,NON-HISPANIC WHITE,FEMALE,ATHEROSCLEROSIS
2009,NON-HISPANIC WHITE,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS
2009,NON-HISPANIC WHITE,FEMALE,CEREBROVASCULAR DISEASE
2009,NON-HISPANIC WHITE,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS
2009,NON-HISPANIC WHITE,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES
2009,NON-HISPANIC WHITE,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS"
2009,NON-HISPANIC WHITE,FEMALE,DIABETES MELLITUS
2009,NON-HISPANIC WHITE,FEMALE,DISEASES OF HEART
2009,NON-HISPANIC WHITE,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES
2009,NON-HISPANIC WHITE,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE
2009,NON-HISPANIC WHITE,FEMALE,INFLUENZA AND PNEUMONIA
2009,NON-HISPANIC WHITE,FEMALE,INTENTIONAL SELF-HARM (SUICIDE)
2009,NON-HISPANIC WHITE,FEMALE,MALIGNANT NEOPLASMS
2009,NON-HISPANIC WHITE,FEMALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL
2009,NON-HISPANIC WHITE,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS"
2009,NON-HISPANIC WHITE,FEMALE,PARKINSONS DISEASE
2009,NON-HISPANIC WHITE,FEMALE,PEPTIC ULCER
2009,NON-HISPANIC WHITE,FEMALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING
2009,NON-HISPANIC WHITE,FEMALE,SEPTICEMIA
2009,NON-HISPANIC WHITE,FEMALE,SHORT GESTATION/LBW
2009,NON-HISPANIC WHITE,FEMALE,VIRAL HEPATITIS
2009,NON-HISPANIC WHITE,MALE,ACCIDENTS EXCEPT DRUG POISONING
2009,NON-HISPANIC WHITE,MALE,ALZHEIMERS DISEASE
2009,NON-HISPANIC WHITE,MALE,AORTIC ANEURYSM AND DISSECTION
2009,NON-HISPANIC WHITE,MALE,ASSAULT (HOMICIDE)
2009,NON-HISPANIC WHITE,MALE,ATHEROSCLEROSIS
2009,NON-HISPANIC WHITE,MALE,BENIGN AND UNCERTAIN NEOPLASMS
2009,NON-HISPANIC WHITE,MALE,CEREBROVASCULAR DISEASE
2009,NON-HISPANIC WHITE,MALE,CHOLELITHIASIS AND DISORDERS OF GALLBLADDER
2009,NON-HISPANIC WHITE,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS
2009,NON-HISPANIC WHITE,MALE,CHRONIC LOWER RESPIRATORY DISEASES
2009,NON-HISPANIC WHITE,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS"
2009,NON-HISPANIC WHITE,MALE,DIABETES MELLITUS
2009,NON-HISPANIC WHITE,MALE,DISEASES OF HEART
2009,NON-HISPANIC WHITE,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES
2009,NON-HISPANIC WHITE,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE
2009,NON-HISPANIC WHITE,MALE,INFLUENZA AND PNEUMONIA
2009,NON-HISPANIC WHITE,MALE,INTENTIONAL SELF-HARM (SUICIDE)
2009,NON-HISPANIC WHITE,MALE,MALIGNANT NEOPLASMS
2009,NON-HISPANIC WHITE,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL
2009,NON-HISPANIC WHITE,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS"
2009,NON-HISPANIC WHITE,MALE,PARKINSONS DISEASE
2009,NON-HISPANIC WHITE,MALE,PEPTIC ULCER
2009,NON-HISPANIC WHITE,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING
2009,NON-HISPANIC WHITE,MALE,SEPTICEMIA
2009,NON-HISPANIC WHITE,MALE,VIRAL HEPATITIS
2010,ASIAN & PACIFIC ISLANDER,FEMALE,ACCIDENTS EXCEPT DRUG POISONING
2010,ASIAN & PACIFIC ISLANDER,FEMALE,ALZHEIMERS DISEASE
2010,ASIAN & PACIFIC ISLANDER,FEMALE,ASSAULT (HOMICIDE)
2010,ASIAN & PACIFIC ISLANDER,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS
2010,ASIAN & PACIFIC ISLANDER,FEMALE,CEREBROVASCULAR DISEASE
2010,ASIAN & PACIFIC ISLANDER,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS
2010,ASIAN & PACIFIC ISLANDER,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES
2010,ASIAN & PACIFIC ISLANDER,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS"
2010,ASIAN & PACIFIC ISLANDER,FEMALE,DIABETES MELLITUS
2010,ASIAN & PACIFIC ISLANDER,FEMALE,DISEASES OF HEART
2010,ASIAN & PACIFIC ISLANDER,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES
2010,ASIAN & PACIFIC ISLANDER,FEMALE,INFLUENZA AND PNEUMONIA
2010,ASIAN & PACIFIC ISLANDER,FEMALE,INTENTIONAL SELF-HARM (SUICIDE)
2010,ASIAN & PACIFIC ISLANDER,FEMALE,MALIGNANT NEOPLASMS
2010,ASIAN & PACIFIC ISLANDER,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS"
2010,ASIAN & PACIFIC ISLANDER,FEMALE,SEPTICEMIA
2010,ASIAN & PACIFIC ISLANDER,FEMALE,VIRAL HEPATITIS
2010,ASIAN & PACIFIC ISLANDER,MALE,ACCIDENTS EXCEPT DRUG POISONING
2010,ASIAN & PACIFIC ISLANDER,MALE,ALZHEIMERS DISEASE
2010,ASIAN & PACIFIC ISLANDER,MALE,ANEMIAS
2010,ASIAN & PACIFIC ISLANDER,MALE,AORTIC ANEURYSM AND DISSECTION
2010,ASIAN & PACIFIC ISLANDER,MALE,ASSAULT (HOMICIDE)
2010,ASIAN & PACIFIC ISLANDER,MALE,ATHEROSCLEROSIS
2010,ASIAN & PACIFIC ISLANDER,MALE,BENIGN AND UNCERTAIN NEOPLASMS
2010,ASIAN & PACIFIC ISLANDER,MALE,CEREBROVASCULAR DISEASE
2010,ASIAN & PACIFIC ISLANDER,MALE,CHOLELITHIASIS AND DISORDERS OF GALLBLADDER
2010,ASIAN & PACIFIC ISLANDER,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS
2010,ASIAN & PACIFIC ISLANDER,MALE,CHRONIC LOWER RESPIRATORY DISEASES
2010,ASIAN & PACIFIC ISLANDER,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS"
2010,ASIAN & PACIFIC ISLANDER,MALE,DIABETES MELLITUS
2010,ASIAN & PACIFIC ISLANDER,MALE,DISEASES OF HEART
2010,ASIAN & PACIFIC ISLANDER,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES
2010,ASIAN & PACIFIC ISLANDER,MALE,INFLUENZA AND PNEUMONIA
2010,ASIAN & PACIFIC ISLANDER,MALE,INTENTIONAL SELF-HARM (SUICIDE)
2010,ASIAN & PACIFIC ISLANDER,MALE,MALIGNANT NEOPLASMS
2010,ASIAN & PACIFIC ISLANDER,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL
2010,ASIAN & PACIFIC ISLANDER,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS"
2010,ASIAN & PACIFIC ISLANDER,MALE,PARKINSONS DISEASE
2010,ASIAN & PACIFIC ISLANDER,MALE,SEPTICEMIA
2010,ASIAN & PACIFIC ISLANDER,MALE,SHORT GESTATION/LBW
2010,ASIAN & PACIFIC ISLANDER,MALE,TUBERCULOSIS
2010,ASIAN & PACIFIC ISLANDER,MALE,VIRAL HEPATITIS
2010,HISPANIC,FEMALE,ACCIDENTS EXCEPT DRUG POISONING
2010,HISPANIC,FEMALE,ALZHEIMERS DISEASE
2010,HISPANIC,FEMALE,ASSAULT (HOMICIDE)
2010,HISPANIC,FEMALE,ATHEROSCLEROSIS
2010,HISPANIC,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS
2010,HISPANIC,FEMALE,CEREBROVASCULAR DISEASE
2010,HISPANIC,FEMALE,CHOLELITHIASIS AND DISORDERS OF GALLBLADDER
2010,HISPANIC,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS
2010,HISPANIC,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES
2010,HISPANIC,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS"
2010,HISPANIC,FEMALE,DIABETES MELLITUS
2010,HISPANIC,FEMALE,DISEASES OF HEART
2010,HISPANIC,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES
2010,HISPANIC,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE
2010,HISPANIC,FEMALE,INFLUENZA AND PNEUMONIA
2010,HISPANIC,FEMALE,INTENTIONAL SELF-HARM (SUICIDE)
2010,HISPANIC,FEMALE,MALIGNANT NEOPLASMS
2010,HISPANIC,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS"
2010,HISPANIC,FEMALE,PARKINSONS DISEASE
2010,HISPANIC,FEMALE,PEPTIC ULCER
2010,HISPANIC,FEMALE,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM"
2010,HISPANIC,FEMALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING
2010,HISPANIC,FEMALE,SEPTICEMIA
2010,HISPANIC,FEMALE,SHORT GESTATION/LBW
2010,HISPANIC,FEMALE,VIRAL HEPATITIS
2010,HISPANIC,MALE,ACCIDENTS EXCEPT DRUG POISONING
2010,HISPANIC,MALE,ALZHEIMERS DISEASE
2010,HISPANIC,MALE,AORTIC ANEURYSM AND DISSECTION
2010,HISPANIC,MALE,ASSAULT (HOMICIDE)
2010,HISPANIC,MALE,ATHEROSCLEROSIS
2010,HISPANIC,MALE,BENIGN AND UNCERTAIN NEOPLASMS
2010,HISPANIC,MALE,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD
2010,HISPANIC,MALE,CEREBROVASCULAR DISEASE
2010,HISPANIC,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS
2010,HISPANIC,MALE,CHRONIC LOWER RESPIRATORY DISEASES
2010,HISPANIC,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS"
2010,HISPANIC,MALE,DIABETES MELLITUS
2010,HISPANIC,MALE,DISEASES OF HEART
2010,HISPANIC,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES
2010,HISPANIC,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE
2010,HISPANIC,MALE,INFLUENZA AND PNEUMONIA
2010,HISPANIC,MALE,INTENTIONAL SELF-HARM (SUICIDE)
2010,HISPANIC,MALE,MALIGNANT NEOPLASMS
2010,HISPANIC,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL
2010,HISPANIC,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS"
2010,HISPANIC,MALE,PARKINSONS DISEASE
2010,HISPANIC,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING
2010,HISPANIC,MALE,SEPTICEMIA
2010,HISPANIC,MALE,SHORT GESTATION/LBW
2010,HISPANIC,MALE,VIRAL HEPATITIS
2010,NON-HISPANIC BLACK,FEMALE,ACCIDENTS EXCEPT DRUG POISONING
2010,NON-HISPANIC BLACK,FEMALE,ALZHEIMERS DISEASE
2010,NON-HISPANIC BLACK,FEMALE,ANEMIAS
2010,NON-HISPANIC BLACK,FEMALE,AORTIC ANEURYSM AND DISSECTION
2010,NON-HISPANIC BLACK,FEMALE,ASSAULT (HOMICIDE)
2010,NON-HISPANIC BLACK,FEMALE,ATHEROSCLEROSIS
2010,NON-HISPANIC BLACK,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS
2010,NON-HISPANIC BLACK,FEMALE,CEREBROVASCULAR DISEASE
2010,NON-HISPANIC BLACK,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS
2010,NON-HISPANIC BLACK,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES
2010,NON-HISPANIC BLACK,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS"
2010,NON-HISPANIC BLACK,FEMALE,DIABETES MELLITUS
2010,NON-HISPANIC BLACK,FEMALE,DISEASES OF HEART
2010,NON-HISPANIC BLACK,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES
2010,NON-HISPANIC BLACK,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE
2010,NON-HISPANIC BLACK,FEMALE,INFLUENZA AND PNEUMONIA
2010,NON-HISPANIC BLACK,FEMALE,INTENTIONAL SELF-HARM (SUICIDE)
2010,NON-HISPANIC BLACK,FEMALE,MALIGNANT NEOPLASMS
2010,NON-HISPANIC BLACK,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS"
2010,NON-HISPANIC BLACK,FEMALE,PEPTIC ULCER
2010,NON-HISPANIC BLACK,FEMALE,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM"
2010,NON-HISPANIC BLACK,FEMALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING
2010,NON-HISPANIC BLACK,FEMALE,SEPTICEMIA
2010,NON-HISPANIC BLACK,FEMALE,SHORT GESTATION/LBW
2010,NON-HISPANIC BLACK,FEMALE,VIRAL HEPATITIS
2010,NON-HISPANIC BLACK,MALE,ACCIDENTS EXCEPT DRUG POISONING
2010,NON-HISPANIC BLACK,MALE,ALZHEIMERS DISEASE
2010,NON-HISPANIC BLACK,MALE,AORTIC ANEURYSM AND DISSECTION
2010,NON-HISPANIC BLACK,MALE,ASSAULT (HOMICIDE)
2010,NON-HISPANIC BLACK,MALE,ATHEROSCLEROSIS
2010,NON-HISPANIC BLACK,MALE,BENIGN AND UNCERTAIN NEOPLASMS
2010,NON-HISPANIC BLACK,MALE,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD
2010,NON-HISPANIC BLACK,MALE,CEREBROVASCULAR DISEASE
2010,NON-HISPANIC BLACK,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS
2010,NON-HISPANIC BLACK,MALE,CHRONIC LOWER RESPIRATORY DISEASES
2010,NON-HISPANIC BLACK,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS"
2010,NON-HISPANIC BLACK,MALE,DIABETES MELLITUS
2010,NON-HISPANIC BLACK,MALE,DISEASES OF HEART
2010,NON-HISPANIC BLACK,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES
2010,NON-HISPANIC BLACK,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE
2010,NON-HISPANIC BLACK,MALE,INFLUENZA AND PNEUMONIA
2010,NON-HISPANIC BLACK,MALE,INTENTIONAL SELF-HARM (SUICIDE)
2010,NON-HISPANIC BLACK,MALE,MALIGNANT NEOPLASMS
2010,NON-HISPANIC BLACK,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL
2010,NON-HISPANIC BLACK,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS"
2010,NON-HISPANIC BLACK,MALE,PEPTIC ULCER
2010,NON-HISPANIC BLACK,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING
2010,NON-HISPANIC BLACK,MALE,SEPTICEMIA
2010,NON-HISPANIC BLACK,MALE,SHORT GESTATION/LBW
2010,NON-HISPANIC BLACK,MALE,VIRAL HEPATITIS
2010,NON-HISPANIC WHITE,FEMALE,ACCIDENTS EXCEPT DRUG POISONING
2010,NON-HISPANIC WHITE,FEMALE,ALZHEIMERS DISEASE
2010,NON-HISPANIC WHITE,FEMALE,AORTIC ANEURYSM AND DISSECTION
2010,NON-HISPANIC WHITE,FEMALE,ATHEROSCLEROSIS
2010,NON-HISPANIC WHITE,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS
2010,NON-HISPANIC WHITE,FEMALE,CEREBROVASCULAR DISEASE
2010,NON-HISPANIC WHITE,FEMALE,CHOLELITHIASIS AND DISORDERS OF GALLBLADDER
2010,NON-HISPANIC WHITE,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS
2010,NON-HISPANIC WHITE,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES
2010,NON-HISPANIC WHITE,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS"
2010,NON-HISPANIC WHITE,FEMALE,DIABETES MELLITUS
2010,NON-HISPANIC WHITE,FEMALE,DISEASES OF HEART
2010,NON-HISPANIC WHITE,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES
2010,NON-HISPANIC WHITE,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE
2010,NON-HISPANIC WHITE,FEMALE,INFLUENZA AND PNEUMONIA
2010,NON-HISPANIC WHITE,FEMALE,INTENTIONAL SELF-HARM (SUICIDE)
2010,NON-HISPANIC WHITE,FEMALE,MALIGNANT NEOPLASMS
2010,NON-HISPANIC WHITE,FEMALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL
2010,NON-HISPANIC WHITE,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS"
2010,NON-HISPANIC WHITE,FEMALE,PARKINSONS DISEASE
2010,NON-HISPANIC WHITE,FEMALE,PEPTIC ULCER
2010,NON-HISPANIC WHITE,FEMALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING
2010,NON-HISPANIC WHITE,FEMALE,SEPTICEMIA
2010,NON-HISPANIC WHITE,FEMALE,SHORT GESTATION/LBW
2010,NON-HISPANIC WHITE,FEMALE,VIRAL HEPATITIS
2010,NON-HISPANIC WHITE,MALE,ACCIDENTS EXCEPT DRUG POISONING
2010,NON-HISPANIC WHITE,MALE,ALZHEIMERS DISEASE
2010,NON-HISPANIC WHITE,MALE,AORTIC ANEURYSM AND DISSECTION
2010,NON-HISPANIC WHITE,MALE,ASSAULT (HOMICIDE)
2010,NON-HISPANIC WHITE,MALE,ATHEROSCLEROSIS
2010,NON-HISPANIC WHITE,MALE,BENIGN AND UNCERTAIN NEOPLASMS
2010,NON-HISPANIC WHITE,MALE,CEREBROVASCULAR DISEASE
2010,NON-HISPANIC WHITE,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS
2010,NON-HISPANIC WHITE,MALE,CHRONIC LOWER RESPIRATORY DISEASES
2010,NON-HISPANIC WHITE,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS"
2010,NON-HISPANIC WHITE,MALE,DIABETES MELLITUS
2010,NON-HISPANIC WHITE,MALE,DISEASES OF HEART
2010,NON-HISPANIC WHITE,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES
